,PM2.5,year,month,day,hour,PM10,SR,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
2923,25.75,2018.0,9.0,30.0,19.0,96.25,243.75,1.15,30.4,3.42,19.4,7.13,29.55,0.32,3.65,24.9,10.43
2924,41.5,2018.0,9.0,30.0,20.0,141.0,121.9,0.67,44.15,9.17,31.7,7.0,23.25,0.51,3.46,41.97,23.08
2925,33.25,2018.0,9.0,30.0,21.0,110.5,121.13,0.58,34.5,8.95,22.07,7.98,28.7,0.4,3.61,36.43,17.55
2926,64.5,2018.0,9.0,30.0,22.0,184.0,6.6,0.66,95.8,19.55,43.3,6.45,12.5,0.81,5.11,61.2,38.25
2927,43.5,2018.0,9.0,30.0,23.0,139.0,5.85,0.3,70.3,8.25,30.75,5.95,16.2,0.58,4.16,41.6,22.2
2928,63.0,2018.0,10.0,1.0,0.0,175.0,6.42,0.29,82.8,9.67,50.65,4.77,12.75,0.75,5.12,52.75,34.0
2929,110.0,2018.0,10.0,1.0,1.0,226.25,6.35,0.61,92.9,15.37,43.97,4.87,12.0,0.83,5.3,55.85,35.15
2930,67.25,2018.0,10.0,1.0,2.0,180.5,6.6,0.6,95.3,18.65,47.03,6.05,11.92,0.84,5.04,62.37,39.5
2931,116.25,2018.0,10.0,1.0,3.0,207.75,6.73,0.63,94.78,16.57,42.6,6.35,12.62,0.75,6.98,57.35,35.2
2932,101.0,2018.0,10.0,1.0,4.0,191.25,6.45,0.54,95.8,17.8,40.5,6.38,12.17,0.75,7.12,56.8,35.52
2933,97.5,2018.0,10.0,1.0,5.0,179.25,6.5,0.44,95.8,21.3,40.97,6.23,11.58,0.76,8.7,57.72,38.65
2934,88.0,2018.0,10.0,1.0,6.0,159.25,14.35,0.46,95.85,15.82,45.23,5.02,10.8,0.68,11.42,52.5,36.5
2935,70.0,2018.0,10.0,1.0,7.0,156.25,63.75,0.47,93.53,15.23,40.72,4.42,11.7,0.78,9.73,52.4,33.55
2936,84.75,2018.0,10.0,1.0,8.0,182.5,164.65,0.6,79.4,16.3,34.75,5.73,14.78,0.73,7.83,51.17,31.18
2937,80.5,2018.0,10.0,1.0,9.0,177.25,273.38,0.58,54.58,11.42,28.88,6.4,20.75,0.56,7.09,43.38,23.88
2938,56.0,2018.0,10.0,1.0,10.0,151.25,347.8,0.41,38.25,10.52,27.8,7.02,27.7,0.46,6.61,41.88,22.28
2939,49.0,2018.0,10.0,1.0,11.0,154.0,383.3,0.58,21.83,7.9,24.43,7.27,32.0,0.38,6.13,34.9,17.72
2940,35.0,2018.0,10.0,1.0,12.0,134.0,340.6,0.54,12.3,4.7,23.8,5.6,35.8,0.35,5.74,30.9,15.0
2941,36.5,2018.0,10.0,1.0,13.0,140.0,321.57,0.51,12.22,5.73,18.38,6.3,39.23,0.38,5.18,31.7,13.22
2942,38.0,2018.0,10.0,1.0,14.0,151.0,226.8,0.33,9.4,10.9,20.8,7.9,36.8,0.4,5.24,37.9,19.1
2943,40.0,2018.0,10.0,1.0,15.0,153.0,243.1,0.49,8.92,6.0,14.42,8.12,37.68,0.37,5.81,29.88,10.08
2944,25.0,2018.0,10.0,1.0,16.0,161.0,67.0,0.37,18.4,10.0,22.9,7.9,23.1,0.5,5.17,43.6,19.3
2945,33.5,2018.0,10.0,1.0,17.0,172.5,50.75,0.53,28.1,5.0,32.75,6.95,22.65,0.45,5.96,39.5,19.7
2946,42.0,2018.0,10.0,1.0,18.0,166.75,187.98,0.34,24.73,4.7,21.45,6.55,28.68,0.42,5.65,32.68,13.1
2947,47.25,2018.0,10.0,1.0,19.0,182.25,5.3,0.61,41.17,13.53,31.72,6.9,27.37,0.64,5.48,60.9,25.85
2948,78.0,2018.0,10.0,1.0,20.0,243.5,6.08,0.68,80.87,17.78,55.52,6.83,14.2,1.04,6.63,68.12,43.38
2949,55.25,2018.0,10.0,1.0,21.0,207.5,79.1,0.56,50.4,13.18,39.5,7.3,22.7,0.69,6.4,58.75,36.2
2950,54.0,2018.0,10.0,1.0,22.0,211.5,62.88,0.57,38.08,8.55,26.2,7.33,23.53,0.56,6.38,41.77,19.48
2951,61.0,2018.0,10.0,1.0,23.0,211.0,5.35,0.66,73.5,6.05,46.62,5.0,14.98,0.82,7.44,46.1,28.27
2952,60.5,2018.0,10.0,2.0,0.0,218.25,5.65,0.56,72.08,11.83,53.75,6.12,15.77,0.87,5.91,61.27,37.57
2953,169.0,2018.0,10.0,2.0,1.0,293.0,7.45,0.6,95.83,35.6,53.23,6.37,12.45,1.23,7.96,79.8,56.57
2954,141.0,2018.0,10.0,2.0,2.0,260.0,7.5,0.65,95.8,15.0,36.7,6.6,13.1,0.87,10.16,52.8,31.0
2955,93.0,2018.0,10.0,2.0,3.0,263.5,6.83,0.64,95.8,13.85,40.47,6.4,13.6,0.91,8.66,54.9,32.18
2956,83.5,2018.0,10.0,2.0,4.0,280.0,6.8,0.69,95.55,12.0,50.8,6.7,13.65,1.01,7.85,57.05,34.85
2957,101.0,2018.0,10.0,2.0,5.0,203.0,7.5,0.36,95.9,10.15,43.6,5.28,11.9,0.9,10.44,47.55,30.6
2958,100.0,2018.0,10.0,2.0,6.0,219.0,9.8,0.67,95.9,24.0,49.35,5.8,12.35,1.11,8.05,68.9,45.25
2959,136.0,2018.0,10.0,2.0,7.0,218.0,58.68,0.56,95.8,31.0,45.75,6.53,12.73,1.17,9.88,72.85,48.9
2960,142.25,2018.0,10.0,2.0,8.0,258.5,155.3,0.67,89.7,28.17,62.75,6.38,13.67,1.12,12.19,83.33,55.73
2961,129.5,2018.0,10.0,2.0,9.0,264.25,208.7,0.65,72.58,16.63,43.05,6.32,18.08,0.78,11.22,58.45,35.6
2962,86.5,2018.0,10.0,2.0,10.0,208.75,258.0,0.58,60.68,7.3,34.55,5.98,23.1,0.62,10.68,43.57,23.1
2963,59.25,2018.0,10.0,2.0,11.0,182.25,376.85,0.38,30.62,7.25,22.28,5.33,30.62,0.43,9.35,38.85,16.95
2964,108.5,2018.0,10.0,2.0,12.0,209.0,18.8,0.4,95.9,21.15,37.85,5.6,12.1,1.12,9.14,56.0,36.85
2965,68.75,2018.0,10.0,2.0,13.0,176.25,267.92,0.51,29.65,12.83,29.4,6.75,36.02,0.37,7.62,48.8,25.22
2966,41.0,2018.0,10.0,2.0,14.0,133.0,171.05,0.48,5.25,8.6,13.85,7.45,36.3,0.32,5.82,33.55,13.4
2967,25.75,2018.0,10.0,2.0,15.0,114.25,214.28,0.2,3.75,7.33,12.08,7.53,33.55,0.26,4.79,30.8,10.72
2968,24.0,2018.0,10.0,2.0,16.0,106.25,110.02,0.13,8.9,3.3,13.6,7.0,34.4,0.25,4.31,26.05,7.9
2969,31.75,2018.0,10.0,2.0,17.0,123.0,88.4,0.58,22.42,6.4,22.75,6.05,23.4,0.34,4.75,34.93,15.67
2970,32.5,2018.0,10.0,2.0,18.0,124.5,8.45,0.71,40.6,10.02,35.43,6.48,18.13,0.48,3.96,47.18,25.62
2971,38.0,2018.0,10.0,2.0,19.0,138.0,4.7,0.68,55.5,10.3,47.2,6.9,15.2,0.65,4.53,55.8,32.0
2972,30.5,2018.0,10.0,2.0,20.0,118.5,218.9,0.34,4.4,7.35,11.4,7.75,32.5,0.26,4.89,30.25,10.15
2973,64.0,2018.0,10.0,2.0,21.0,202.25,112.674995,0.5,33.475,28.925,36.15,7.525,22.55,0.96999997,8.355,62.75,41.375
2974,97.5,2018.0,10.0,2.0,22.0,286.0,6.45,0.66,62.55,50.5,60.9,7.3,12.6,1.68,11.82,95.25,72.6
2975,85.5,2018.0,10.0,2.0,23.0,264.0,6.15,0.52,58.45,33.15,53.0,5.88,11.93,1.36,11.93,72.13,54.52
2976,52.0,2018.0,10.0,3.0,0.0,185.25,6.48,0.5,56.5,25.75,43.15,7.03,14.4,0.9,7.5,66.1,43.3
2977,80.25,2018.0,10.0,3.0,1.0,239.5,6.73,0.51,67.23,31.8,47.88,7.1,12.65,0.88,9.84,72.93,50.68
2978,92.25,2018.0,10.0,3.0,2.0,274.0,6.8,0.6,65.4,33.87,67.75,7.28,13.05,1.48,8.81,88.6,62.87
2979,81.75,2018.0,10.0,3.0,3.0,194.75,6.85,0.39,71.88,24.33,42.88,7.03,12.67,0.95,10.92,60.68,41.95
2980,58.75,2018.0,10.0,3.0,4.0,124.75,6.55,0.38,90.77,12.4,38.95,5.42,12.02,0.74,8.73,46.65,30.15
2981,61.5,2018.0,10.0,3.0,5.0,171.0,6.95,0.34,76.65,30.4,38.0,6.0,12.2,0.83,9.76,64.55,44.35
2982,81.5,2018.0,10.0,3.0,6.0,180.0,8.6,0.48,81.7,27.8,37.68,6.75,12.75,0.74,9.51,60.17,42.07
2983,84.5,2018.0,10.0,3.0,7.0,179.25,24.17,0.67,82.7,44.15,32.63,7.1,12.95,0.79,8.79,72.78,51.97
2984,78.0,2018.0,10.0,3.0,8.0,175.75,19.97,0.51,77.73,42.3,39.18,7.32,12.83,0.91,8.93,74.6,54.45
2985,92.5,2018.0,10.0,3.0,9.0,236.0,245.75,0.62,23.75,27.3,59.95,7.0,14.45,0.88,8.66,74.05,53.55
2986,60.25,2018.0,10.0,3.0,10.0,199.75,265.65,0.36,50.2,11.77,40.75,5.65,21.92,0.59,7.53,46.55,30.47
2987,67.5,2018.0,10.0,3.0,11.0,170.75,188.45,0.52,50.35,18.12,30.95,6.55,22.4,0.6,7.58,49.65,30.45
2988,56.0,2018.0,10.0,3.0,12.0,136.5,182.58,0.62,91.92,22.25,29.45,6.98,22.18,0.58,6.51,50.53,32.47
2989,72.5,2018.0,10.0,3.0,13.0,159.0,119.58,0.65,45.45,36.95,41.0,7.48,18.4,0.81,7.06,69.43,50.85
2990,92.5,2018.0,10.0,3.0,14.0,240.5,247.35,0.56,22.95,21.65,57.6,6.9,14.9,0.81,8.32,63.95,47.75
2991,41.5,2018.0,10.0,3.0,15.0,177.5,266.88,0.36,6.6,6.03,30.4,6.63,32.9,0.44,6.6,35.1,19.72
2992,38.5,2018.0,10.0,3.0,16.0,156.0,252.05,0.43,7.2,8.05,21.7,7.12,25.33,0.39,4.87,35.7,17.07
2993,34.0,2018.0,10.0,3.0,17.0,147.5,30.48,0.44,14.27,5.7,25.85,7.35,40.0,0.53,4.03,37.12,16.88
2994,35.75,2018.0,10.0,3.0,18.0,151.0,244.2,0.46,20.5,5.78,25.22,7.07,35.75,0.45,5.31,33.8,16.62
2995,39.5,2018.0,10.0,3.0,19.0,160.5,190.4,0.33,48.8,8.8,36.8,6.98,30.82,0.59,5.53,44.22,25.38
2996,45.75,2018.0,10.0,3.0,20.0,276.0,64.1,0.35,51.98,12.28,74.52,6.55,17.7,1.4,5.33,58.55,48.88
2997,29.0,2018.0,10.0,3.0,21.0,136.0,253.7,0.28,37.864998,5.3,13.9,7.6,39.8,0.35,4.87,27.4,10.0
2998,50.75,2018.0,10.0,3.0,22.0,184.5,32.1,0.32,23.75,7.05,32.33,6.52,41.0,0.55,7.31,39.32,19.95
2999,80.0,2018.0,10.0,3.0,23.0,284.5,5.38,0.61,65.5,30.13,60.65,6.4,16.83,1.13,8.78,78.75,55.62
3000,56.0,2018.0,10.0,4.0,0.0,218.0,5.75,0.7,52.53,8.73,85.02,5.95,17.7,1.08,6.14,73.45,51.1
3001,51.0,2018.0,10.0,4.0,1.0,207.0,4.5,0.7,52.9,8.4,61.3,6.2,19.2,1.0,6.35,59.9,39.2
3002,116.0,2018.0,10.0,4.0,2.0,300.25,7.63,0.59,87.1,33.37,54.38,5.93,12.22,1.35,13.17,76.8,55.25
3003,107.0,2018.0,10.0,4.0,3.0,306.75,7.4,0.61,83.3,13.88,54.45,4.95,11.95,1.07,12.69,57.88,39.23
3004,103.0,2018.0,10.0,4.0,4.0,286.75,6.33,0.51,89.67,11.25,35.25,4.48,12.37,0.81,12.21,43.15,26.8
3005,87.75,2018.0,10.0,4.0,5.0,201.5,6.83,0.58,89.12,10.12,28.12,5.22,12.73,0.69,8.61,40.45,21.83
3006,103.25,2018.0,10.0,4.0,6.0,281.5,6.68,0.66,93.17,38.02,69.05,5.92,12.4,1.13,10.39,85.65,61.4
3007,109.75,2018.0,10.0,4.0,7.0,238.75,37.18,0.49,90.75,44.35,50.32,6.18,12.33,1.16,9.0,84.18,62.02
3008,96.75,2018.0,10.0,4.0,8.0,264.25,45.7,0.57,88.73,17.93,47.18,5.0,12.6,0.89,10.19,56.68,38.28
3009,101.0,2018.0,10.0,4.0,9.0,284.75,195.48,0.54,57.17,14.57,62.1,4.4,13.9,0.98,8.51,64.53,44.22
3010,100.75,2018.0,10.0,4.0,10.0,248.75,148.85,0.3,61.2,11.55,49.43,4.95,16.03,0.81,8.28,57.67,35.25
3011,77.0,2018.0,10.0,4.0,11.0,215.5,149.6,0.46,52.4,9.95,68.4,5.15,29.6,0.89,8.47,66.2,43.9
3012,80.25,2018.0,10.0,4.0,12.0,223.75,150.42,0.49,56.2,12.72,61.23,5.27,20.8,0.86,8.71,66.77,42.52
3013,84.0,2018.0,10.0,4.0,13.0,211.25,74.05,0.38,70.72,18.78,49.4,5.83,31.72,0.95,8.27,61.02,40.7
3014,100.5,2018.0,10.0,4.0,14.0,238.5,132.9,0.48,73.2,31.3,56.4,5.2,13.25,1.08,8.4,77.0,54.85
3015,99.25,2018.0,10.0,4.0,15.0,292.5,165.4,0.83,22.15,7.75,50.55,5.33,85.0,0.88,8.7,54.12,31.35
3016,87.25,2018.0,10.0,4.0,16.0,264.25,150.1,0.55,16.65,4.68,36.35,5.5,63.3,0.62,7.88,42.97,21.15
3017,22.25,2018.0,10.0,4.0,17.0,222.5,103.63,0.42,12.98,8.2,32.1,5.75,71.58,0.54,5.09,42.43,23.18
3018,59.5,2018.0,10.0,4.0,18.0,228.25,157.82,0.43,29.25,8.8,58.4,5.88,46.8,0.92,5.85,60.33,37.58
3019,79.75,2018.0,10.0,4.0,19.0,236.75,123.92,0.59,46.4,10.95,82.45,5.77,49.88,1.16,5.59,63.12,39.3
3020,44.0,2018.0,10.0,4.0,20.0,261.0,6.55,0.53,68.1,17.6,98.65,5.9,47.7,0.77,3.22,91.75,33.18
3021,105.0,2018.0,10.0,4.0,21.0,303.5,63.05,0.6,47.75,18.95,54.75,5.65,54.65,1.57,8.01,70.5,43.8
3022,96.25,2018.0,10.0,4.0,22.0,288.25,10.3,0.55,66.93,27.0,73.75,5.9,47.62,2.07,8.62,89.98,59.8
3023,102.5,2018.0,10.0,4.0,23.0,237.5,6.65,0.7,65.2,39.3,74.2,5.9725,34.9,1.44,10.17,97.15,59.72
3024,150.0,2018.0,10.0,5.0,0.0,341.75,6.75,0.54,93.52,72.6,76.85,6.045,1.2,1.7,18.76,128.52,98.75
3025,138.0,2018.0,10.0,5.0,1.0,298.0,6.95,0.71,95.85,47.65,83.15,6.1175003,7.8,1.44,17.5,109.35,82.2
3026,132.25,2018.0,10.0,5.0,2.0,304.5,7.27,0.56,91.83,34.82,75.1,6.19,7.95,1.66,16.11,91.75,67.57
3027,148.0,2018.0,10.0,5.0,3.0,291.5,7.25,0.44,86.25,42.6,73.65,6.2625,21.78,2.44,11.67,101.75,73.05
3028,144.75,2018.0,10.0,5.0,4.0,295.0,7.3,0.7,90.85,57.93,59.82,6.335,98.05,2.06,14.98,106.48,77.95
3029,148.25,2018.0,10.0,5.0,5.0,287.75,7.2,0.51,93.33,54.85,50.35,6.4075003,33.22,1.82,14.08,98.22,70.48
3030,143.25,2018.0,10.0,5.0,6.0,296.0,13.33,0.59,96.0,59.42,67.2,6.48,6.22,1.41,16.07,109.82,83.07
3031,141.5,2018.0,10.0,5.0,7.0,297.5,12.95,0.53,95.95,50.55,70.85,6.5525,5.4,1.52,17.07,104.35,77.9
3032,162.5,2018.0,10.0,5.0,8.0,349.0,75.65,0.57,86.0,54.3,90.55,6.625,6.8,1.56,17.4,113.95,91.35
3033,147.25,2018.0,10.0,5.0,9.0,289.75,144.05,0.89,70.9,36.92,40.02,6.6975,10.8,1.16,12.86,72.97,50.48
3034,108.5,2018.0,10.0,5.0,10.0,254.0,324.35,0.89,31.6,5.35,29.25,6.77,24.15,0.58,9.66,40.15,18.85
3035,61.0,2018.0,10.0,5.0,11.0,187.0,359.75,0.55,14.45,4.55,31.15,6.8424997,32.85,0.61,7.62,41.8,18.4
3036,135.75,2018.0,10.0,5.0,12.0,272.0,90.12,0.23,72.75,42.05,48.78,6.915,17.5,1.24,12.82,83.5,59.02
3037,148.25,2018.0,10.0,5.0,13.0,331.75,170.62,0.73,54.8,41.5,88.73,6.9875,16.32,1.09,13.97,101.7,79.58
3038,109.5,2018.0,10.0,5.0,14.0,256.75,164.93,0.6,35.3,36.42,43.02,7.06,34.27,0.83,10.17,73.95,50.63
3039,129.0,2018.0,10.0,5.0,15.0,294.5,263.75,1.04,48.28,14.13,60.05,7.1324997,15.82,0.79,12.31,66.08,42.83
3040,61.0,2018.0,10.0,5.0,16.0,184.0,352.1,0.59,16.8,1.8,28.2,7.205,35.7,0.64,7.35,36.7,13.3
3041,73.0,2018.0,10.0,5.0,17.0,196.0,274.2,0.44,15.85,4.57,25.07,7.2775,31.93,0.52,7.2,35.42,15.3
3042,73.5,2018.0,10.0,5.0,18.0,237.25,96.0,0.67,28.55,7.82,43.45,7.35,17.87,0.84,6.31,47.48,28.65
3043,94.75,2018.0,10.0,5.0,19.0,259.0,30.93,0.58,34.92,6.6,46.78,7.1,23.68,0.97,7.96,47.85,29.27
3044,103.0,2018.0,10.0,5.0,20.0,293.25,6.38,0.72,59.78,9.22,54.12,6.67,12.95,1.16,11.21,53.1,35.05
3045,66.0,2018.0,10.0,5.0,21.0,183.5,142.85,0.18,3.8,4.18,12.6,6.21,47.72,0.41,5.12,25.65,8.15
3046,84.0,2018.0,10.0,5.0,22.0,276.25,22.65,0.67,46.27,9.15,48.52,5.75,19.07,0.87,7.28,50.75,31.95
3047,115.0,2018.0,10.0,5.0,23.0,316.5,6.92,0.69,82.68,14.85,58.47,5.43,11.2,1.19,11.08,64.3,42.7
3048,110.0,2018.0,10.0,6.0,0.0,254.5,6.5,0.69,66.35,11.35,51.95,6.2,11.95,1.0,9.56,55.25,36.1
3049,138.0,2018.0,10.0,6.0,1.0,216.0,6.6,0.57,94.85,6.7,36.6,4.15,11.55,0.81,10.57,39.75,23.8
3050,128.0,2018.0,10.0,6.0,2.0,209.0,6.65,0.59,96.0,7.3,35.55,4.45,11.3,0.82,9.99,41.55,24.4
3051,125.0,2018.0,10.0,6.0,3.0,251.75,6.95,0.62,91.02,9.82,35.2,5.12,11.15,0.94,9.46,47.12,25.95
3052,123.0,2018.0,10.0,6.0,4.0,192.0,7.1,0.62,96.0,10.42,26.42,5.13,11.15,0.85,8.68,42.33,21.88
3053,114.25,2018.0,10.0,6.0,5.0,190.75,6.93,0.58,94.88,11.42,31.55,5.08,10.92,0.85,9.24,45.18,25.2
3054,107.75,2018.0,10.0,6.0,6.0,170.25,14.12,0.54,95.98,21.4,36.12,5.35,11.45,0.94,8.16,54.9,35.98
3055,119.5,2018.0,10.0,6.0,7.0,202.0,49.95,0.7,95.45,30.92,41.9,4.55,11.72,1.17,9.71,64.48,46.72
3056,141.75,2018.0,10.0,6.0,8.0,273.0,150.53,0.64,85.75,22.02,41.3,4.8,11.68,1.02,9.7,60.6,39.2
3057,118.0,2018.0,10.0,6.0,9.0,241.0,233.87,0.45,71.55,10.12,37.25,4.98,12.8,0.77,9.35,50.6,27.53
3058,81.5,2018.0,10.0,6.0,10.0,176.25,330.25,0.39,39.1,8.65,29.95,5.45,20.72,0.58,7.17,45.27,22.15
3059,74.5,2018.0,10.0,6.0,11.0,176.5,360.45,0.6,21.03,7.8,42.63,5.87,27.35,0.53,5.06,46.93,27.92
3060,57.0,2018.0,10.0,6.0,12.0,167.0,339.5,0.48,4.4,10.92,11.02,7.9,29.35,0.3,3.05,25.67,12.75
3061,46.0,2018.0,10.0,6.0,13.0,134.0,110.1,0.64,88.25,10.55,16.17,7.53,21.25,0.4,2.77,23.55,14.42
3062,21.5,2018.0,10.0,6.0,14.0,116.75,177.92,0.52,69.375,2.62,11.32,7.6,24.72,0.23,2.71,11.5,5.53
3063,14.75,2018.0,10.0,6.0,15.0,106.25,198.75,0.39,50.5,2.13,10.45,7.33,27.95,0.18,2.72,10.43,4.65
3064,14.5,2018.0,10.0,6.0,16.0,106.75,105.82,0.53,1.9,3.65,14.3,7.75,22.92,0.3,2.61,17.53,8.12
3065,45.0,2018.0,10.0,6.0,17.0,189.0,155.0,0.37,6.35,3.9,16.25,7.7,24.15,0.35,2.96,23.55,8.4
3066,42.25,2018.0,10.0,6.0,18.0,200.5,6.48,0.65,28.95,6.88,51.48,6.15,14.65,0.75,4.21,52.9,32.12
3067,83.5,2018.0,10.0,6.0,19.0,279.0,5.25,0.7,34.57,6.65,42.38,5.62,13.92,1.03,6.85,47.1,27.07
3068,111.75,2018.0,10.0,6.0,20.0,366.5,6.88,0.7,38.23,17.2,58.8,5.67,12.52,1.21,9.09,63.05,44.77
3069,95.25,2018.0,10.0,6.0,21.0,323.5,6.65,0.52,45.05,22.92,62.5,5.93,12.12,1.4,9.42,70.82,51.4
3070,88.0,2018.0,10.0,6.0,22.0,278.75,12.17,0.52,41.1,9.65,37.03,6.12,14.12,0.86,7.94,43.07,26.18
3071,105.0,2018.0,10.0,6.0,23.0,268.5,6.8,0.7,50.57,9.73,47.7,5.65,12.45,0.95,9.32,49.05,32.48
3072,76.0,2018.0,10.0,7.0,0.0,189.0,6.72,0.72,70.9,4.93,33.52,4.38,13.33,0.73,9.17,34.98,20.72
3073,83.0,2018.0,10.0,7.0,1.0,195.0,7.55,0.6,71.35,12.8,42.98,5.32,12.25,0.69,7.47,49.65,32.75
3074,85.25,2018.0,10.0,7.0,2.0,217.5,7.0,0.7,76.0,10.92,35.18,5.4,12.75,0.68,6.36,43.67,27.25
3075,81.5,2018.0,10.0,7.0,3.0,194.0,7.13,0.69,81.33,10.4,30.0,5.72,13.27,0.69,5.55,39.92,23.58
3076,82.25,2018.0,10.0,7.0,4.0,166.5,7.4,0.69,81.2,13.12,38.17,5.5,13.07,0.75,5.9,46.93,30.55
3077,111.5,2018.0,10.0,7.0,5.0,197.5,6.52,0.7,90.13,19.32,38.4,5.62,12.15,0.76,6.86,51.1,35.7
3078,109.5,2018.0,10.0,7.0,6.0,201.5,17.2,0.55,92.9,26.4,39.65,5.35,11.85,0.84,7.51,61.7,42.05
3079,108.5,2018.0,10.0,7.0,7.0,199.25,47.67,0.65,87.35,30.05,42.7,5.55,12.1,1.12,7.9,66.2,46.6
3080,118.0,2018.0,10.0,7.0,8.0,244.5,151.5,0.62,65.4,15.17,46.8,5.45,13.6,1.01,9.88,56.22,36.67
3081,109.0,2018.0,10.0,7.0,9.0,237.5,281.3,0.32,41.7,8.15,31.5,5.45,24.1,0.76,9.51,43.65,22.4
3082,102.25,2018.0,10.0,7.0,10.0,229.5,324.27,0.36,24.8,6.5,21.97,5.4,34.02,0.59,8.82,34.47,15.3
3083,70.25,2018.0,10.0,7.0,11.0,206.0,270.42,0.5,26.7,10.72,22.62,4.93,31.8,0.51,7.37,34.58,18.82
3084,54.25,2018.0,10.0,7.0,12.0,207.0,315.6,0.46,22.0,2.42,14.88,4.9,41.35,0.41,6.25,24.0,7.35
3085,47.0,2018.0,10.0,7.0,13.0,205.0,288.45,0.19,36.15,2.65,16.47,5.37,43.27,0.42,5.12,24.55,8.78
3086,45.0,2018.0,10.0,7.0,14.0,200.5,138.4,0.6,50.3,2.17,13.62,5.5,42.9,0.4,4.6,23.52,6.88
3087,48.0,2018.0,10.0,7.0,15.0,191.5,189.77,0.35,58.5,3.72,10.45,5.9,42.85,0.34,3.59,18.93,5.97
3088,47.5,2018.0,10.0,7.0,16.0,185.5,133.63,0.47,38.34,3.85,8.9,5.88,38.2,0.37,2.89,19.47,5.35
3089,51.5,2018.0,10.0,7.0,17.0,193.5,31.73,0.67,18.18,4.9,21.62,6.4,26.32,0.48,2.98,29.95,13.9
3090,63.5,2018.0,10.0,7.0,18.0,236.0,6.27,0.71,30.95,4.45,31.3,5.85,18.45,0.67,3.97,37.72,18.58
3091,94.0,2018.0,10.0,7.0,19.0,316.0,5.62,0.72,40.25,7.7,42.07,5.8,15.95,0.94,4.77,49.2,27.93
3092,103.75,2018.0,10.0,7.0,20.0,323.5,6.38,0.73,50.33,9.95,44.77,6.03,15.0,1.13,6.25,52.8,31.38
3093,101.75,2018.0,10.0,7.0,21.0,299.75,6.55,0.64,63.3,12.75,49.63,6.0,14.15,1.31,7.22,59.12,36.08
3094,116.0,2018.0,10.0,7.0,22.0,322.75,6.5,0.72,79.25,43.75,57.3,6.4,13.15,1.67,8.93,90.1,65.17
3095,126.0,2018.0,10.0,7.0,23.0,331.5,7.18,0.61,82.93,24.97,56.0,5.95,12.62,1.56,10.01,71.55,49.52
3096,107.0,2018.0,10.0,8.0,0.0,316.25,6.5,0.53,74.43,11.75,48.57,5.6,13.22,0.99,9.26,58.57,34.93
3097,122.0,2018.0,10.0,8.0,1.0,259.0,6.63,0.72,83.48,13.25,46.45,6.33,13.73,1.0,9.09,58.53,34.75
3098,133.25,2018.0,10.0,8.0,2.0,262.0,6.75,0.72,86.6,13.52,51.95,6.2,14.05,1.05,9.43,62.48,38.12
3099,150.0,2018.0,10.0,8.0,3.0,263.5,6.45,0.73,93.1,13.65,42.5,6.0,13.85,1.04,9.59,58.05,33.2
3100,172.75,2018.0,10.0,8.0,4.0,258.0,6.93,0.72,94.4,7.45,29.53,5.77,13.78,0.94,9.44,41.85,20.5
3101,162.5,2018.0,10.0,8.0,5.0,239.75,7.07,0.72,95.48,6.1,30.15,5.05,14.17,0.92,8.95,39.22,20.3
3102,158.0,2018.0,10.0,8.0,6.0,233.25,12.35,0.73,96.0,19.17,37.05,5.42,21.75,1.26,8.47,58.17,34.42
3103,163.0,2018.0,10.0,8.0,7.0,277.0,22.9,0.72,90.3,34.45,47.3,6.45,19.4,1.35,9.64,77.9,52.5
3104,210.0,2018.0,10.0,8.0,8.0,326.0,132.35,0.62,64.1,34.85,71.95,6.7,19.45,1.49,10.72,91.3,65.95
3105,170.75,2018.0,10.0,8.0,9.0,324.75,174.8,0.62,47.5,17.43,64.22,5.95,17.68,1.09,10.46,72.33,47.85
3106,124.0,2018.0,10.0,8.0,10.0,303.0,277.3,0.51,20.6,9.85,73.05,5.85,23.85,1.03,10.17,69.25,45.8
3107,122.5,2018.0,10.0,8.0,11.0,249.5,167.63,0.6,48.9,16.1,44.45,5.2,29.3,1.14,8.54,58.27,35.88
3108,86.25,2018.0,10.0,8.0,12.0,279.75,294.5,0.55,92.4,5.62,40.6,5.73,52.68,0.89,8.22,44.88,24.85
3109,82.25,2018.0,10.0,8.0,13.0,298.0,222.0,0.53,70.82,4.98,26.47,6.1,54.85,0.67,8.33,33.78,15.75
3110,65.0,2018.0,10.0,8.0,14.0,250.0,145.9,0.41,27.4,3.7,19.7,6.45,57.35,0.56,7.25,27.45,11.9
3111,60.5,2018.0,10.0,8.0,15.0,212.5,178.83,0.42,4.5,6.0,9.1,6.45,62.17,0.39,5.33,21.02,7.92
3112,50.0,2018.0,10.0,8.0,16.0,193.75,104.0,0.51,7.58,4.28,14.03,6.47,41.57,0.34,3.89,20.23,8.07
3113,51.5,2018.0,10.0,8.0,17.0,205.25,104.87,0.44,17.9,3.5,29.63,6.25,37.68,0.67,4.9,33.23,16.55
3114,71.25,2018.0,10.0,8.0,18.0,263.5,6.6,0.58,36.78,5.53,58.92,7.27,24.12,1.05,5.19,52.18,34.35
3115,87.5,2018.0,10.0,8.0,19.0,306.5,5.7,0.58,44.23,8.5,60.27,7.57,19.43,1.18,7.75,57.53,38.4
