,PM2.5,year,month,day,hour,PM10,SR,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
7154,157.77,2019.0,3.0,26.0,2.0,247.0,6.51,0.71,79.38,13.05,28.55,14.77,14.75,0.98,4.31,26.98,25.62
7155,167.69,2019.0,3.0,26.0,3.0,269.0,6.78,0.94,79.5,10.88,24.82,17.48,21.25,0.97,4.58,24.95,21.93
7156,162.56,2019.0,3.0,26.0,4.0,254.5,6.68,0.95,78.66,10.32,24.42,19.7,20.23,0.99,4.74,24.38,21.23
7157,169.76,2019.0,3.0,26.0,5.0,254.75,6.47,0.72,76.82,11.35,25.72,14.95,15.05,0.98,4.85,25.3,22.77
7158,139.71,2019.0,3.0,26.0,6.0,205.0,12.52,0.54,71.41,12.5,26.8,13.15,12.18,0.99,4.93,25.62,24.27
7159,136.13,2019.0,3.0,26.0,7.0,224.5,69.15,0.67,63.23,12.65,27.93,15.02,12.9,1.1,5.2,25.85,24.93
7160,169.5,2019.0,3.0,26.0,8.0,296.25,177.85,0.89,48.61,10.55,25.62,22.33,26.75,1.08,5.63,24.7,22.07
7161,138.21,2019.0,3.0,26.0,9.0,237.5,282.89,1.39,39.86,9.5,24.17,17.65,50.45,1.04,5.45,23.88,20.48
7162,89.18,2019.0,3.0,26.0,10.0,190.0,372.46,1.5,33.49,8.18,21.02,14.15,75.88,0.92,5.0,22.93,17.72
7163,63.13,2019.0,3.0,26.0,11.0,152.25,422.83,1.71,26.88,7.9,21.3,12.82,89.17,0.75,4.6,22.57,17.62
7164,45.55,2019.0,3.0,26.0,12.0,145.5,351.0,1.77,22.95,7.3,19.1,11.3,97.43,0.57,3.93,22.4,16.03
7165,40.11,2019.0,3.0,26.0,13.0,125.75,296.3,1.58,21.37,7.28,20.45,11.07,93.8,0.45,3.31,23.12,16.73
7166,33.67,2019.0,3.0,26.0,14.0,111.25,169.02,1.46,21.63,7.55,21.03,11.4,96.22,0.38,2.86,24.08,17.23
7167,34.91,2019.0,3.0,26.0,15.0,107.25,262.88,2.1,22.32,7.6,22.0,11.28,97.45,0.34,2.55,25.33,17.75
7168,33.83,2019.0,3.0,26.0,16.0,110.5,172.05,1.88,22.73,7.8,23.02,10.77,96.53,0.3,2.27,26.2,18.47
7169,31.87,2019.0,3.0,26.0,17.0,109.25,66.17,1.67,26.75,8.18,24.98,13.15,101.05,0.24,2.08,27.4,19.83
7170,31.4,2019.0,3.0,26.0,18.0,109.0,10.27,1.01,37.58,9.45,30.98,11.95,77.42,0.3,2.03,29.25,24.0
7171,38.63,2019.0,3.0,26.0,19.0,158.0,4.53,0.47,45.29,12.48,41.3,11.0,35.25,0.5,2.47,33.17,31.95
7172,65.8,2019.0,3.0,26.0,20.0,205.0,5.48,0.62,54.56,15.12,46.45,10.85,16.7,0.81,3.46,34.97,36.8
7173,93.35,2019.0,3.0,26.0,21.0,224.5,5.55,0.6,60.68,17.85,51.42,11.2,7.75,1.12,4.0,37.02,41.62
7174,116.38,2019.0,3.0,26.0,22.0,274.25,6.48,0.31,61.36,18.6,51.1,12.18,7.27,1.45,4.76,36.9,42.05
7175,144.26,2019.0,3.0,26.0,23.0,320.75,7.04,0.54,59.96,15.35,43.7,15.6,14.3,1.45,5.38,33.6,35.58
7176,148.13,2019.0,3.0,27.0,0.0,262.0,6.57,0.43,57.88,14.35,37.0,15.05,25.17,1.28,5.24,30.85,31.18
7177,124.43,2019.0,3.0,27.0,1.0,201.5,5.85,0.48,59.66,14.43,34.52,13.12,24.85,1.13,4.91,30.02,29.88
7178,110.86,2019.0,3.0,27.0,2.0,171.25,6.48,0.36,63.09,14.9,32.55,11.15,21.88,0.99,4.94,29.18,29.23
7179,93.67,2019.0,3.0,27.0,3.0,156.0,6.28,0.48,66.06,14.45,32.4,10.53,20.43,0.9,5.05,29.23,28.77
7180,102.55,2019.0,3.0,27.0,4.0,170.5,6.39,0.5,70.51,15.82,35.4,9.55,10.72,0.9,5.36,30.18,31.48
7181,127.41,2019.0,3.0,27.0,5.0,215.75,7.39,0.61,69.44,14.62,36.4,14.03,9.92,1.0,6.3,30.02,31.05
7182,225.16,2019.0,3.0,27.0,6.0,346.5,16.38,0.76,62.97,13.62,37.83,32.1,8.55,1.22,7.1,29.62,31.0
7183,260.0,2019.0,3.0,27.0,7.0,399.75,79.93,0.85,55.04,13.88,36.48,37.17,12.6,1.39,7.9,29.8,30.5
7184,220.33,2019.0,3.0,27.0,8.0,382.0,174.08,0.99,41.33,11.9,34.5,30.75,28.18,1.4,8.37,28.35,27.88
7185,159.67,2019.0,3.0,27.0,9.0,333.5,202.04,0.99,33.89,9.88,32.9,26.55,59.05,1.39,8.31,27.62,25.38
7186,144.89,2019.0,3.0,27.0,10.0,299.0,333.66,1.27,26.67,9.15,27.77,20.85,81.6,1.27,7.91,25.83,22.07
7187,98.0,2019.0,3.0,27.0,11.0,225.0,352.67,1.55,21.61,8.4,23.98,14.43,95.7,1.0,6.95,24.7,19.45
7188,49.32,2019.0,3.0,27.0,12.0,184.25,319.2,1.62,19.42,8.0,23.38,13.4,104.45,0.75,5.53,25.3,18.85
7189,39.68,2019.0,3.0,27.0,13.0,145.5,262.58,1.14,17.69,8.0,24.18,12.55,102.9,0.61,4.48,26.27,19.27
7190,32.82,2019.0,3.0,27.0,14.0,110.0,200.6,1.12,17.89,8.18,24.73,12.25,96.58,0.5,3.73,27.45,19.73
7191,32.69,2019.0,3.0,27.0,15.0,111.5,212.48,1.42,18.52,8.72,27.23,12.3,95.15,0.44,3.15,29.02,21.47
7192,30.46,2019.0,3.0,27.0,16.0,110.25,129.1,1.08,21.75,8.9,28.27,12.38,92.97,0.38,2.66,30.57,22.15
7193,29.57,2019.0,3.0,27.0,17.0,99.0,43.47,0.79,25.91,10.35,33.27,12.38,81.42,0.38,2.51,32.35,26.02
7194,32.72,2019.0,3.0,27.0,18.0,122.5,12.57,0.7,35.78,14.57,48.08,12.6,38.8,0.5,2.59,38.25,37.2
7195,54.45,2019.0,3.0,27.0,19.0,324.5,4.33,0.44,49.22,19.38,57.03,11.75,13.05,0.75,3.13,41.98,45.8
7196,65.14,2019.0,3.0,27.0,20.0,250.75,5.51,0.63,57.37,22.43,59.65,11.38,6.75,1.1,4.54,43.6,49.65
7197,93.56,2019.0,3.0,27.0,21.0,263.75,6.17,0.65,62.25,23.2,60.4,11.6,4.88,1.53,5.73,43.15,50.68
7198,130.01,2019.0,3.0,27.0,22.0,349.75,6.18,0.53,66.59,22.62,54.02,11.45,4.97,1.84,7.78,40.73,46.85
7199,127.78,2019.0,3.0,27.0,23.0,289.5,6.47,0.61,69.55,22.27,48.17,10.82,6.33,1.79,8.93,39.17,43.48
7200,106.09,2019.0,3.0,28.0,0.0,221.0,6.53,0.56,70.78,21.45,48.92,10.6,5.45,1.71,8.35,38.6,43.2
7201,103.92,2019.0,3.0,28.0,1.0,218.5,6.44,0.6,72.13,31.82,51.4,10.57,3.58,1.96,8.89,43.05,52.83
7202,181.91,2019.0,3.0,28.0,2.0,357.25,6.85,0.6,73.03,28.9,49.12,10.95,4.07,2.04,16.62,41.08,49.25
7203,160.93,2019.0,3.0,28.0,3.0,287.0,7.01,0.7,70.78,25.38,46.62,18.75,4.67,2.06,18.05,38.5,45.08
7204,254.94,2019.0,3.0,28.0,4.0,415.0,6.82,0.68,68.24,28.8,46.3,22.1,4.88,2.13,16.22,39.85,47.65
7205,319.75,2019.0,3.0,28.0,5.0,528.0,6.76,0.65,65.93,29.05,45.1,30.02,5.78,2.26,15.53,39.3,47.25
7206,381.36,2019.0,3.0,28.0,6.0,570.0,17.34,0.66,61.43,26.17,43.75,50.85,4.6,2.54,15.33,37.62,44.2
7207,364.4,2019.0,3.0,28.0,7.0,559.5,62.59,0.68,51.8,22.83,45.9,67.17,5.25,2.73,16.0,37.1,42.65
7208,327.37,2019.0,3.0,28.0,8.0,568.0,169.2,0.67,35.5,17.55,47.85,46.28,13.43,2.8,17.16,35.47,39.47
7209,234.59,2019.0,3.0,28.0,9.0,458.0,271.33,0.59,24.91,13.57,41.85,25.33,34.83,2.43,17.37,32.67,33.15
7210,115.95,2019.0,3.0,28.0,10.0,250.0,343.13,0.39,20.62,11.6,39.17,21.12,60.6,2.11,15.14,31.93,30.1
7211,81.92,2019.0,3.0,28.0,11.0,222.75,400.68,0.59,14.73,10.73,34.25,18.85,77.7,1.77,12.41,30.35,26.8
7212,51.27,2019.0,3.0,28.0,12.0,145.25,356.0,0.86,15.64,10.18,32.05,20.35,119.75,1.45,10.21,31.12,25.2
7213,55.74,2019.0,3.0,28.0,13.0,156.25,251.23,0.9,15.9,10.12,32.67,21.1,115.72,1.21,8.1,32.5,25.48
7214,52.96,2019.0,3.0,28.0,14.0,138.0,196.03,0.83,15.13,10.28,32.25,20.32,109.35,0.95,3.6,33.62,25.38
7215,42.32,2019.0,3.0,28.0,15.0,125.0,231.66,0.55,19.18,11.07,35.92,20.55,116.72,0.83,4.06875,38.33,27.95
7216,51.43,2019.0,3.0,28.0,16.0,150.25,150.92,0.32,22.14,11.6,37.03,20.52,106.12,0.65,4.5375,40.67,28.98
7217,37.79,2019.0,3.0,28.0,17.0,134.75,60.45,0.19,22.89,15.45,46.27,17.8,67.48,0.57,5.00625,44.55,36.98
7218,34.04,2019.0,3.0,28.0,18.0,151.0,9.65,0.35,34.37,27.38,67.3,18.7,10.6,0.68,5.475,54.42,57.67
7219,51.27,2019.0,3.0,28.0,19.0,204.75,4.18,0.67,48.42,29.88,68.6,16.4,6.08,0.93,5.94375,54.9,60.38
7220,56.56,2019.0,3.0,28.0,20.0,222.75,5.36,0.72,55.15,31.28,68.05,15.65,4.5,1.21,6.4125,54.35,61.2
7221,69.71,2019.0,3.0,28.0,21.0,214.0,5.82,0.6,58.9,37.1,74.38,15.0,2.68,1.67,6.88125,56.58,69.25
7222,105.14,2019.0,3.0,28.0,22.0,323.0,6.21,0.65,62.99,42.38,71.15,14.48,2.58,2.27,7.35,57.7,71.75
7223,126.38,2019.0,3.0,28.0,23.0,352.25,5.92,0.56,64.58,51.83,69.22,13.8,2.52,2.72,8.62,59.65,78.25
7224,153.56,2019.0,3.0,29.0,0.0,395.75,6.24,0.67,70.2,44.7,62.15,12.65,2.85,2.91,8.63,54.92,68.8
7225,149.3,2019.0,3.0,29.0,1.0,329.75,6.17,0.54,73.28,33.88,57.82,12.15,4.05,2.67,8.42,48.88,57.88
7226,146.27,2019.0,3.0,29.0,2.0,300.0,6.3,0.63,75.98,33.35,56.02,11.82,6.12,2.43,7.66,47.3,56.5
7227,134.25,2019.0,3.0,29.0,3.0,262.25,6.34,0.67,78.39,39.97,54.9,11.3,6.12,2.3,7.09,49.15,61.18
7228,139.13,2019.0,3.0,29.0,4.0,262.5,6.58,0.5,79.49,41.1,53.9,11.12,10.38,2.23,6.77,48.95,61.55
7229,157.75,2019.0,3.0,29.0,5.0,277.5,6.83,0.7,80.88,38.12,51.17,11.07,4.2,2.2,7.07,46.62,57.75
7230,153.74,2019.0,3.0,29.0,6.0,262.5,13.52,0.4,81.15,40.42,48.05,10.6,4.07,2.3,7.98,47.1,57.9
7231,186.38,2019.0,3.0,29.0,7.0,318.5,74.75,0.45,67.63,35.5,49.27,14.33,4.47,2.56,10.28,45.52,54.6
7232,252.54,2019.0,3.0,29.0,8.0,461.0,169.76,0.51,43.2,23.7,65.08,37.42,6.6,2.75,13.14,44.92,53.58
7233,221.48,2019.0,3.0,29.0,9.0,433.0,250.78,0.59,29.34,17.7,77.0,33.95,26.02,2.81,12.97,46.38,55.12
7234,161.36,2019.0,3.0,29.0,10.0,359.75,321.06,0.98,22.27,11.77,54.98,25.15,97.62,2.7,12.28,38.98,38.65
7235,120.27,2019.0,3.0,29.0,11.0,325.75,387.28,0.53,15.18,12.12,40.52,19.4,75.35,2.16,11.1,35.27,31.25
7236,62.23,2019.0,3.0,29.0,12.0,179.0,325.78,0.85,15.1,11.25,37.53,18.9,115.45,1.78,0.34,35.25,29.0
7237,61.3,2019.0,3.0,29.0,13.0,177.75,257.73,0.95,16.67,10.97,35.55,18.65,105.08,1.39,0.35500002,36.47,27.7
7238,51.83,2019.0,3.0,29.0,14.0,191.75,201.26,0.56,17.58,12.5,37.7,20.3,84.05,1.17,0.37,40.6,30.0
7239,56.54,2019.0,3.0,29.0,15.0,261.0,181.48,0.47,20.57,13.97,39.38,19.83,69.77,0.96,0.35,44.5,32.08
7240,42.19,2019.0,3.0,29.0,16.0,172.25,88.83,0.31,25.67,17.5,45.7,21.2,57.08,0.77,0.414,49.25,38.3
7241,38.06,2019.0,3.0,29.0,17.0,147.5,69.77,0.2,29.48,19.65,50.0,22.38,57.28,0.74,0.47800002,53.25,42.27
7242,45.56,2019.0,3.0,29.0,18.0,177.0,8.63,0.42,40.81,32.73,74.5,22.12,9.72,0.79,0.542,62.67,65.8
7243,57.63,2019.0,3.0,29.0,19.0,233.75,4.07,0.49,53.35,45.88,85.25,20.8,0.1,1.17,0.606,70.12,82.08
7244,71.12,2019.0,3.0,29.0,20.0,283.5,4.57,0.58,61.55,46.35,82.32,18.82,0.2,1.54,0.67,67.0,80.85
7245,75.72,2019.0,3.0,29.0,21.0,279.0,5.78,0.43,65.37,45.0,77.88,16.88,0.5,1.97,0.67,62.97,77.43
7246,102.21,2019.0,3.0,29.0,22.0,328.0,6.09,0.46,63.8,37.25,68.78,16.43,1.48,2.05,0.37,55.85,66.38
7247,93.42,2019.0,3.0,29.0,23.0,290.25,5.72,0.67,69.61,41.4,67.78,17.23,15.1,2.07,1.02,56.07,69.17
7248,126.38,2019.0,3.0,30.0,0.0,302.5,5.68,0.34,73.05,43.17,64.53,14.62,9.93,2.09,1.67,55.3,68.88
7249,133.47,2019.0,3.0,30.0,1.0,267.75,6.2,0.4,75.48,37.58,59.85,13.92,44.05,1.98,2.32,51.08,61.88
7250,132.12,2019.0,3.0,30.0,2.0,253.0,6.22,0.43,75.91,36.33,57.25,13.68,42.6,1.96,2.97,49.4,59.52
7251,138.5,2019.0,3.0,30.0,3.0,279.25,6.19,0.45,77.72,33.35,53.3,13.25,15.85,1.97,3.62,46.88,55.0
7252,144.77,2019.0,3.0,30.0,4.0,259.25,6.65,0.53,76.4,27.12,51.22,14.1,15.441667,1.96,4.27,43.55,48.92
7253,141.27,2019.0,3.0,30.0,5.0,242.5,6.32,0.49,77.03,30.45,51.33,13.78,15.033334,2.03,7.38,44.52,51.65
7254,141.76,2019.0,3.0,30.0,6.0,253.75,12.45,0.39,78.53,46.8,51.9,12.72,14.625,2.28,8.92,50.95,65.03
7255,174.94,2019.0,3.0,30.0,7.0,335.25,75.13,0.39,65.15,53.23,53.95,19.12,14.216666,2.61,11.61,54.23,71.3
7256,204.12,2019.0,3.0,30.0,8.0,463.0,165.99,0.57,43.37,34.6,73.95,42.27,13.808333,2.85,12.6,52.17,67.0
7257,200.88,2019.0,3.0,30.0,9.0,476.0,255.36,0.71,29.4,17.27,61.15,30.7,13.4,2.73,12.06,41.88,46.02
7258,123.29,2019.0,3.0,30.0,10.0,319.25,337.16,0.88,17.55,13.95,51.9,27.2,46.5,2.5,0.38,37.75,38.75
7259,84.0,2019.0,3.0,30.0,11.0,272.0,372.92,0.82,13.57,12.82,47.3,26.4,71.28,2.17,0.33499998,36.72,35.42
7260,70.88,2019.0,3.0,30.0,12.0,258.0,347.05,0.79,11.53,13.1,44.58,22.98,73.67,1.73,0.29,37.12,34.23
7261,55.94,2019.0,3.0,30.0,13.0,190.5,245.96,0.64,11.01,13.15,42.42,21.45,89.35,1.35,0.33,37.78,33.12
7262,44.34,2019.0,3.0,30.0,14.0,160.25,197.09,0.51,13.63,14.15,42.88,23.18,112.38,1.07,0.30375,40.08,34.1
7263,49.6,2019.0,3.0,30.0,15.0,166.0,194.16,1.25,20.2,13.2,41.48,25.9,133.95,0.91,0.2775,41.62,32.62
7264,56.46,2019.0,3.0,30.0,16.0,185.25,110.54,0.89,25.61,14.97,42.85,27.75,100.3,0.8,0.25125,44.67,34.77
7265,57.6,2019.0,3.0,30.0,17.0,184.25,23.82,0.17,29.8,21.57,61.62,26.98,42.9,0.77,0.22500001,51.35,50.03
7266,54.95,2019.0,3.0,30.0,18.0,205.75,12.44,0.36,35.34,25.85,68.23,26.68,16.07,0.9,0.19875,54.38,56.95
7267,73.09,2019.0,3.0,30.0,19.0,320.0,4.88,0.13,39.58,28.6,70.82,29.12,18.05,1.0,0.1725,55.4,60.52
7268,81.85,2019.0,3.0,30.0,20.0,330.25,4.67,0.21,45.53,32.67,79.15,27.47,8.95,1.17,0.14625,59.05,68.25
7269,85.73,2019.0,3.0,30.0,21.0,296.25,4.9,0.46,48.43,37.08,77.53,24.02,3.3,1.31,0.12,59.45,70.92
7270,79.4,2019.0,3.0,30.0,22.0,242.0,5.24,0.35,51.5,29.43,64.25,22.25,7.97,1.33,0.45,51.53,57.73
7271,81.14,2019.0,3.0,30.0,23.0,238.75,5.27,0.55,54.86,27.05,61.78,20.48,8.28,1.25,0.24,48.9,54.5
7272,81.71,2019.0,3.0,31.0,0.0,219.75,5.21,0.57,61.76,34.6,66.68,18.23,2.03,1.26,0.03,52.27,63.1
7273,91.14,2019.0,3.0,31.0,1.0,248.25,5.7,0.61,64.08,29.43,58.42,19.75,3.53,1.25,0.050625,48.73,54.62
7274,90.39,2019.0,3.0,31.0,2.0,212.75,5.39,0.66,66.97,27.23,55.15,17.77,5.75,1.14,0.07125,46.05,51.12
7275,77.25,2019.0,3.0,31.0,3.0,181.75,5.66,0.67,66.13,20.7,45.52,16.53,16.3,0.97,0.091875,40.05,40.8
7276,69.18,2019.0,3.0,31.0,4.0,162.75,5.55,0.71,67.46,19.35,43.92,15.8,15.65,0.85,0.112500004,38.7,38.85
7277,62.33,2019.0,3.0,31.0,5.0,154.5,5.41,0.66,65.13,19.65,43.98,16.6,11.72,0.79,0.133125,38.2,39.08
7278,62.23,2019.0,3.0,31.0,6.0,151.25,14.48,0.7,58.79,16.6,39.73,18.68,15.6,0.75,0.15375,34.8,34.4
7279,74.39,2019.0,3.0,31.0,7.0,193.0,86.38,0.71,46.16,12.82,35.12,17.55,23.25,0.77,0.17437501,31.72,28.95
7280,75.16,2019.0,3.0,31.0,8.0,193.25,198.25,1.21,29.82,11.12,30.27,20.5,40.9,0.74,0.19500001,29.42,25.02
7281,81.64,2019.0,3.0,31.0,9.0,205.0,300.22,1.0,19.22,9.7,26.6,16.43,62.05,0.64,0.215625,27.55,21.93
7282,51.43,2019.0,3.0,31.0,10.0,192.25,378.86,1.61,17.85,9.02,25.57,17.23,79.45,0.52,0.23625001,27.52,20.8
7283,42.69,2019.0,3.0,31.0,11.0,197.25,438.94,1.84,13.29,8.78,23.33,15.9,89.2,0.39,0.256875,26.77,19.43
7284,33.59,2019.0,3.0,31.0,12.0,205.25,354.9,1.98,10.41,8.65,24.0,15.9,86.4,0.29,0.2775,26.85,19.73
7285,30.7,2019.0,3.0,31.0,13.0,161.25,265.19,2.05,7.98,9.02,24.32,18.43,89.33,0.19,0.298125,27.77,20.15
7286,25.86,2019.0,3.0,31.0,14.0,152.5,234.27,2.05,7.48,8.53,25.93,18.48,92.85,0.16,0.31875002,28.23,20.57
7287,21.17,2019.0,3.0,31.0,15.0,165.75,280.6,1.95,8.87,9.18,26.9,20.0,91.08,0.11,0.33937502,29.92,21.65
7288,21.425,2019.0,3.0,31.0,16.0,140.5,177.97,1.42,11.79,9.68,31.05,21.98,84.08,0.13,0.36,32.8,24.27
7289,21.68,2019.0,3.0,31.0,17.0,153.5,72.04,1.14,15.14,10.88,36.0,22.82,74.4,0.16,0.22,35.3,27.85
7290,23.2,2019.0,3.0,31.0,18.0,137.75,9.55,0.79,26.85,12.68,44.0,24.97,53.62,0.34,0.21,38.22,33.55
7291,34.03,2019.0,3.0,31.0,19.0,179.0,4.32,0.91,31.79,14.03,45.85,22.88,44.08,0.56,0.23,38.28,35.62
7292,50.44,2019.0,3.0,31.0,20.0,208.5,4.64,0.86,34.69,13.33,43.8,21.25,43.05,0.71,0.01,36.95,33.97
7293,47.99,2019.0,3.0,31.0,21.0,195.5,5.17,0.77,36.4,14.82,44.8,21.57,40.58,0.76,0.025285715,37.32,35.7
7294,48.4,2019.0,3.0,31.0,22.0,170.25,5.08,0.72,41.32,13.38,41.02,21.58,38.88,0.78,0.04057143,35.62,32.52
7295,62.44,2019.0,3.0,31.0,23.0,179.0,4.95,0.72,40.04,11.95,36.0,22.07,50.17,0.66,0.055857144,32.92,28.7
7296,51.84,2019.0,4.0,1.0,0.0,146.25,4.63,0.65,44.81,12.73,37.22,17.72,43.82,0.56,0.07114286,33.08,29.98
7297,33.74,2019.0,4.0,1.0,1.0,113.0,4.76,0.61,50.47,15.35,43.8,17.75,25.48,0.51,0.086428575,35.33,35.58
7298,31.63,2019.0,4.0,1.0,2.0,161.0,4.98,0.59,53.7,16.4,43.65,17.2,21.0,0.24,0.10171429,35.3,18.18
7299,18.3,2019.0,4.0,1.0,3.0,172.0,5.69,0.71,54.58,12.9,37.2,18.4,33.4,0.12,0.117000006,31.9,7.53
7300,63.28,2019.0,4.0,1.0,4.0,165.5,5.42,0.7,57.65,13.72,38.85,16.82,27.52,0.48,0.13228571,32.85,31.62
7301,71.47,2019.0,4.0,1.0,5.0,158.5,5.66,0.67,60.47,13.83,38.12,20.18,18.35,0.56,0.14757143,32.65,31.35
7302,106.93,2019.0,4.0,1.0,6.0,211.5,6.13,0.7,58.2,12.5,37.75,19.45,19.17,0.6,0.16285715,31.45,30.07
7303,105.59,2019.0,4.0,1.0,7.0,216.0,15.44,0.83,57.14,11.47,37.98,20.2,18.15,0.68,0.17814286,30.8,29.35
7304,121.06,2019.0,4.0,1.0,8.0,262.25,105.15,1.36,47.56,10.18,31.7,24.35,34.35,0.79,0.19342858,28.6,25.0
7305,110.71,2019.0,4.0,1.0,9.0,257.0,215.8,1.57,34.58,8.62,28.23,24.43,54.55,0.81,0.20871429,27.0,21.88
7306,94.85,2019.0,4.0,1.0,10.0,235.0,309.19,1.43,24.08,8.15,25.55,21.5,74.72,0.73,0.224,26.23,20.15
7307,74.86,2019.0,4.0,1.0,11.0,205.0,393.35,1.38,16.64,7.75,24.15,17.62,88.58,0.61,0.23928572,25.95,19.05
7308,37.93,2019.0,4.0,1.0,12.0,171.0,441.25,1.74,12.95,7.72,23.2,15.88,87.6,0.47,0.25457144,25.55,18.55
7309,25.68,2019.0,4.0,1.0,13.0,149.0,351.33,2.14,11.47,8.07,22.75,15.72,94.1,0.35,0.26985714,26.55,18.55
7310,12.37,2019.0,4.0,1.0,14.0,178.0,257.54,2.43,12.24,7.8,23.05,10.55,104.55,0.12,0.28514287,26.9,9.25
7311,14.683773,2019.0,4.0,1.0,15.0,193.8077,299.74,1.8,11.34,7.7869234,23.182116,4.0,103.292694,0.0,0.30042857,26.794807,0.0
7312,16.997547,2019.0,4.0,1.0,16.0,209.61539,307.615,1.125,13.34,7.773846,23.31423,4.0,102.035385,0.0,0.3157143,26.689615,0.0
7313,19.311321,2019.0,4.0,1.0,17.0,225.42308,315.49,0.45,15.34,7.7607694,23.446346,4.0,100.778076,0.0,0.331,26.584423,0.0
7314,21.625093,2019.0,4.0,1.0,18.0,241.23077,309.23898,0.45,15.590612,7.7476926,23.57846,4.0,99.520775,0.0,0.34628573,26.47923,0.0
7315,23.938868,2019.0,4.0,1.0,19.0,257.03845,302.98795,0.45,15.841225,7.7346153,23.710577,4.0,98.263466,0.0,0.36157143,26.374039,0.0
7316,26.252642,2019.0,4.0,1.0,20.0,272.84616,296.73694,0.45,16.091837,7.7215385,23.842691,4.0,97.00616,0.0,0.37685716,26.268847,0.0
7317,28.566416,2019.0,4.0,1.0,21.0,288.65384,290.4859,0.45,16.34245,7.7084618,23.974808,4.0,95.74885,0.0,0.39214286,26.163654,0.0
7318,30.880188,2019.0,4.0,1.0,22.0,304.46155,284.2349,0.45,16.593061,7.695385,24.106922,4.0,94.49154,0.0,0.4074286,26.058462,0.0
7319,33.193962,2019.0,4.0,1.0,23.0,320.26923,277.98386,0.45,16.843674,7.6823077,24.239038,4.0,93.23423,0.0,0.4227143,25.953268,0.0
7320,35.507736,2019.0,4.0,2.0,0.0,336.07693,271.73285,0.45,17.094286,7.669231,24.371153,4.0,91.97693,0.0,0.43800002,25.848076,0.0
7321,37.82151,2019.0,4.0,2.0,1.0,351.8846,265.48184,0.45,17.344898,7.656154,24.50327,4.0,90.71962,0.0,0.45328572,25.742884,0.0
7322,40.135284,2019.0,4.0,2.0,2.0,367.69232,259.2308,0.45,17.59551,7.643077,24.635384,4.0,89.46231,0.0,0.46857145,25.637691,0.0
7323,42.449055,2019.0,4.0,2.0,3.0,383.5,252.97978,0.45,17.846123,7.63,24.7675,4.0,88.205,0.0,0.48385715,25.5325,0.0
7324,44.76283,2019.0,4.0,2.0,4.0,399.30768,246.72878,0.45,18.096735,7.6169233,24.899614,4.0,86.94769,0.0,0.4991429,25.427307,0.0
7325,47.076603,2019.0,4.0,2.0,5.0,415.1154,240.47775,0.45,18.347347,7.603846,25.03173,4.0,85.690384,0.0,0.5144286,25.322115,0.0
7326,49.390377,2019.0,4.0,2.0,6.0,430.92307,234.22673,0.45,18.59796,7.5907693,25.163845,4.0,84.433075,0.0,0.5297143,25.216923,0.0
7327,51.70415,2019.0,4.0,2.0,7.0,446.73077,227.97571,0.45,18.848572,7.5776925,25.295961,4.0,83.17577,0.0,0.545,25.11173,0.0
7328,54.017925,2019.0,4.0,2.0,8.0,462.53845,221.72469,0.45,19.099184,7.5646152,25.428076,4.0,81.918465,0.0,0.56028575,25.006538,0.0
7329,56.3317,2019.0,4.0,2.0,9.0,478.34616,215.47366,0.45,19.349796,7.5515385,25.560192,4.0,80.661156,0.0,0.5755715,24.901346,0.0
7330,58.645473,2019.0,4.0,2.0,10.0,494.15384,209.22264,0.45,19.600409,7.5384617,25.692307,4.0,79.40385,0.0,0.59085715,24.796154,0.0
7331,60.959244,2019.0,4.0,2.0,11.0,509.96155,202.97163,0.45,19.85102,7.525385,25.824423,4.0,78.14654,0.0,0.6061429,24.690962,0.0
7332,63.273018,2019.0,4.0,2.0,12.0,525.7692,196.72061,0.45,20.101633,7.5123076,25.956537,4.0,76.88923,0.0,0.6214286,24.58577,0.0
7333,65.58679,2019.0,4.0,2.0,13.0,541.5769,190.46959,0.45,20.352245,7.499231,26.088654,4.0,75.63193,0.0,0.63671434,24.480577,0.0
7334,67.900566,2019.0,4.0,2.0,14.0,557.38464,184.21857,0.45,20.602858,7.486154,26.220768,4.0,74.37462,0.0,0.652,24.375385,0.0
7335,70.21434,2019.0,4.0,2.0,15.0,573.1923,177.96754,0.45,20.85347,7.473077,26.352884,4.0,73.11731,0.0,0.66728574,24.270193,0.0
7336,72.528114,2019.0,4.0,2.0,16.0,589.0,171.71652,0.45,21.104082,7.46,26.485,4.0,71.86,0.0,0.6825715,24.165,0.0
7337,74.84189,2019.0,4.0,2.0,17.0,604.8077,165.4655,0.45,21.354694,7.4469233,26.617115,4.0,70.60269,0.0,0.69785714,24.059807,0.0
7338,77.15566,2019.0,4.0,2.0,18.0,620.61536,159.21448,0.45,21.605307,7.433846,26.749231,4.0,69.34538,0.0,0.7131429,23.954615,0.0
7339,79.46944,2019.0,4.0,2.0,19.0,636.4231,152.96347,0.45,21.855919,7.420769,26.881346,4.0,68.08807,0.0,0.7284286,23.849422,0.0
7340,81.78321,2019.0,4.0,2.0,20.0,652.2308,146.71245,0.45,22.106531,7.4076924,27.013462,4.0,66.83077,0.0,0.74371433,23.74423,0.0
7341,84.096985,2019.0,4.0,2.0,21.0,668.03845,140.46143,0.45,22.357143,7.394615,27.145576,4.0,65.57346,0.0,0.759,23.639038,0.0
