,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
10157,2019.0,7.0,29.0,5.0,18.5,25.95,989.4,2.98,73.9,2.83,85.5,2.8,16.82,4.28,29.5,1.3,2.0257664,20.83,11.22
10158,2019.0,7.0,29.0,6.0,18.5,26.32,989.42,55.48,73.47,2.35,93.0,8.65,22.6,4.53,36.75,1.5,2.024913,20.4,19.08
10159,2019.0,7.0,29.0,7.0,21.25,27.73,989.48,192.57,69.62,2.7,101.5,16.05,29.93,6.9,49.75,1.65,2.0240598,25.07,29.0
10160,2019.0,7.0,29.0,8.0,15.25,28.25,989.48,201.9,67.0,2.88,97.75,8.57,29.85,5.75,62.5,1.52,2.0232062,31.78,22.9
10161,2019.0,7.0,29.0,9.0,16.75,29.52,989.5,317.7,63.6,3.32,99.75,5.93,29.2,4.5,55.0,1.52,2.022353,31.05,20.38
10162,2019.0,7.0,29.0,10.0,28.0,30.3,989.5,290.02,61.08,2.5,116.0,4.47,31.68,5.7,54.0,1.45,2.0214996,32.55,20.5
10163,2019.0,7.0,29.0,11.0,95.0,30.85,989.5,295.3,58.7,2.42,114.0,4.55,30.45,3.85,71.5,1.38,2.0206463,28.02,19.92
10164,2019.0,7.0,29.0,12.0,83.0,30.07,989.5,185.93,61.15,2.25,106.0,4.78,36.35,4.6,54.5,1.55,2.0197928,21.95,23.2
10165,2019.0,7.0,29.0,13.0,47.25,30.38,989.48,208.62,60.18,2.2,110.25,5.65,43.0,6.33,63.5,1.58,2.0189395,24.18,27.42
10166,2019.0,7.0,29.0,14.0,48.0,31.9,989.48,328.35,55.57,1.88,128.75,4.12,36.55,5.5,62.0,1.48,2.0180862,21.12,22.8
10167,2019.0,7.0,29.0,15.0,38.0,32.35,989.45,256.9,51.95,2.55,118.25,3.58,29.08,5.3,40.75,1.33,2.017233,27.95,18.4
10168,2019.0,7.0,29.0,16.0,28.0,31.73,989.45,165.82,53.88,2.45,123.75,3.25,28.83,4.2,31.5,1.42,2.0163796,36.45,17.95
10169,2019.0,7.0,29.0,17.0,18.0,31.25,989.5,66.88,55.12,2.15,98.75,4.58,39.33,3.65,38.0,1.52,2.015526,33.7,24.65
10170,2019.0,7.0,29.0,18.0,15.0,30.52,989.4,17.95,56.33,1.7,109.5,4.38,43.77,3.5,51.5,1.52,2.0146728,30.4,26.85
10171,2019.0,7.0,29.0,19.0,23.75,29.65,989.48,2.2,59.83,1.77,93.0,9.5,50.6,3.65,60.75,1.7,2.0138195,28.35,34.67
10172,2019.0,7.0,29.0,20.0,70.25,29.12,989.5,1.18,62.38,1.28,100.75,20.5,56.15,4.75,100.25,2.0,2.0129662,25.73,46.6
10173,2019.0,7.0,29.0,21.0,45.75,28.7,989.48,1.1,63.95,1.02,109.75,15.38,54.7,6.83,93.25,1.9,2.0121126,25.97,41.6
10174,2019.0,7.0,29.0,22.0,32.0,28.27,989.5,1.15,66.1,1.2,85.25,13.28,51.38,6.65,89.0,1.88,2.0112593,26.52,38.12
10175,2019.0,7.0,29.0,23.0,26.0,28.07,989.42,1.05,67.47,1.05,90.75,13.6,45.27,7.72,94.25,1.75,2.010406,29.9,35.15
10176,2019.0,7.0,30.0,0.0,17.0,27.6,989.42,1.12,69.58,1.18,100.25,4.12,36.48,6.3,87.25,1.38,2.0095527,30.9,22.77
10177,2019.0,7.0,30.0,1.0,35.0,27.48,989.45,1.08,70.0,1.45,90.5,3.62,30.07,4.93,50.0,1.38,2.0086992,32.17,18.92
10178,2019.0,7.0,30.0,2.0,36.0,27.2,989.48,1.15,71.15,1.43,108.25,2.45,21.85,9.55,63.0,1.4,2.0078459,28.5,13.65
10179,2019.0,7.0,30.0,3.0,48.0,26.9,989.48,1.15,73.2,1.12,105.25,3.33,30.62,5.7,70.75,1.5,2.0069926,28.02,18.98
10180,2019.0,7.0,30.0,4.0,66.0,26.88,989.48,1.1,73.05,1.85,85.25,3.45,27.43,6.42,78.0,1.5,2.0061393,24.97,17.4
10181,2019.0,7.0,30.0,5.0,38.25,26.83,989.48,2.05,72.9,1.38,96.5,3.42,25.88,6.97,55.25,1.5,2.0052857,24.85,16.57
10182,2019.0,7.0,30.0,6.0,33.75,26.85,989.5,33.58,72.65,1.6,114.75,6.33,26.33,7.03,53.5,1.5,2.0044324,25.58,19.18
10183,2019.0,7.0,30.0,7.0,27.0,27.1,989.48,74.8,70.5,1.95,106.75,12.12,30.38,7.3,58.0,1.52,2.0035791,29.88,26.07
10184,2019.0,7.0,30.0,8.0,23.5,27.82,989.42,143.2,66.88,1.93,120.25,10.95,33.73,5.25,43.0,1.45,2.0027258,32.48,26.83
10185,2019.0,7.0,30.0,9.0,20.0,28.38,989.48,198.1,65.28,2.45,104.0,12.73,37.83,3.65,59.25,1.52,2.0018725,29.4,30.5
10186,2019.0,7.0,30.0,10.0,22.0,28.7,989.45,225.68,64.22,2.6,108.75,14.27,43.2,3.55,82.75,1.6,2.001019,28.38,34.62
10187,2019.0,7.0,30.0,11.0,37.75,28.98,989.5,265.12,64.32,2.35,102.5,10.2,42.12,4.23,87.0,1.52,2.0001657,27.7,30.75
10188,2019.0,7.0,30.0,12.0,67.75,29.6,989.5,286.85,62.72,1.8,129.0,9.6,47.27,4.38,88.25,1.55,1.9993124,24.32,33.0
10189,2019.0,7.0,30.0,13.0,60.25,31.9,989.5,350.8,54.88,2.02,116.0,4.97,43.02,4.25,90.5,1.4,1.998459,25.2,26.95
10190,2019.0,7.0,30.0,14.0,29.0,30.9,989.5,248.3,56.35,2.12,112.25,5.25,42.78,5.08,58.5,1.4,1.9976057,26.23,27.03
10191,2019.0,7.0,30.0,15.0,23.0,30.65,989.48,261.1,59.15,2.42,109.75,4.85,41.08,5.3,60.25,1.3833333,1.9967523,30.93,25.83
10192,2019.0,7.0,30.0,16.0,25.0,30.08,989.48,175.68,61.2,2.52,103.0,4.03,40.3,5.27,67.25,1.3666667,1.995899,33.72,24.7
10193,2019.0,7.0,30.0,17.0,27.0,29.2,989.45,67.75,61.2,2.38,100.75,4.72,44.55,4.88,57.0,1.35,1.9950455,31.33,27.6
10194,2019.0,7.0,30.0,18.0,29.0,28.73,989.48,15.25,62.77,1.65,91.75,12.3,58.0,4.98,62.5,1.7,1.9941922,28.95,40.88
10195,2019.0,7.0,30.0,19.0,43.75,28.7,989.48,1.72,62.67,1.65,98.0,16.67,62.58,5.65,103.0,1.92,1.9933388,28.08,46.9
10196,2019.0,7.0,30.0,20.0,82.0,28.7,989.48,1.17,62.1,1.52,98.5,25.12,61.85,5.62,120.5,2.02,1.9924855,24.72,53.38
10197,2019.0,7.0,30.0,21.0,60.75,28.35,989.5,1.17,65.55,1.05,134.0,51.7,64.47,7.22,123.0,2.3,1.9916322,25.52,76.45
10198,2019.0,7.0,30.0,22.0,48.25,28.33,989.48,1.17,66.28,1.42,106.25,22.98,56.48,6.38,128.0,2.02,1.9907788,26.67,48.72
10199,2019.0,7.0,30.0,23.0,40.0,28.3,989.5,1.08,65.72,1.9,98.25,10.78,44.42,6.15,96.75,1.65,1.9899255,31.35,32.4
10200,2019.0,7.0,31.0,0.0,36.5,28.15,989.5,1.15,65.28,2.4,83.5,3.3,27.85,5.43,60.0,1.33,1.9890721,32.38,17.48
10201,2019.0,7.0,31.0,1.0,33.0,27.82,989.45,1.2,66.78,2.5,89.0,3.0,24.78,6.45,46.25,1.38,1.9882188,31.53,15.62
10202,2019.0,7.0,31.0,2.0,32.25,27.45,989.48,1.15,68.58,2.5,93.25,2.4,16.75,9.65,59.5,1.4,1.9873654,28.5,10.9
10203,2019.0,7.0,31.0,3.0,37.0,27.05,989.45,1.17,70.3,2.1,99.0,2.3,17.82,5.6,60.5,1.45,1.9865121,26.1,11.38
10204,2019.0,7.0,31.0,4.0,54.5,26.82,989.5,1.2,70.97,2.5,88.75,2.9,19.9,5.78,58.5,1.48,1.9856586,24.02,12.95
10205,2019.0,7.0,31.0,5.0,38.75,26.6,989.5,2.15,71.95,1.95,96.5,3.08,19.47,6.03,54.75,1.5,1.9848053,23.9,12.9
10206,2019.0,7.0,31.0,6.0,23.5,26.33,989.5,15.7,72.8,1.4,121.25,8.05,25.77,6.08,52.5,1.5,1.9839519,23.9,20.25
10207,2019.0,7.0,31.0,7.0,25.0,26.6,989.48,65.75,72.5,1.65,110.75,15.08,34.38,5.95,63.25,1.62,1.9830986,27.67,30.6
10208,2019.0,7.0,31.0,8.0,22.5,27.33,989.45,126.22,70.55,1.42,108.0,12.07,37.73,4.08,62.5,1.48,1.9822452,29.8,29.9
10209,2019.0,7.0,31.0,9.0,20.0,28.55,989.48,230.57,66.5,2.2,118.5,10.73,41.98,3.53,81.0,1.52,1.9813919,28.57,31.07
10210,2019.0,7.0,31.0,10.0,27.75,28.82,989.5,215.88,64.7,2.05,132.0,5.45,40.4,4.8,74.0,1.48,1.9805386,31.47,25.93
10211,2019.0,7.0,31.0,11.0,51.0,30.15,989.5,304.0,60.8,2.27,134.0,3.62,28.55,6.25,92.0,1.4,1.9796852,29.4,18.15
10212,2019.0,7.0,31.0,12.0,56.0,31.35,989.5,306.68,56.62,1.38,146.0,2.72,25.7,7.85,90.5,1.52,1.9788319,23.35,15.9
10213,2019.0,7.0,31.0,13.0,49.5,31.12,989.5,234.12,55.22,1.55,127.75,2.62,31.88,5.92,59.75,1.52,1.9779785,22.75,19.1
10214,2019.0,7.0,31.0,14.0,24.0,30.98,989.5,182.4,57.0,0.6,179.25,2.62,35.5,6.72,64.5,1.55,1.9771252,20.77,21.02
10215,2019.0,7.0,31.0,15.0,11.5,31.85,989.5,218.45,53.62,0.4,166.5,2.2,31.1,5.97,70.5,1.48,1.9762717,35.5,18.32
10216,2019.0,7.0,31.0,16.0,24.0,31.3,989.5,109.0,55.6,0.65,177.25,2.38,40.62,6.2,67.5,1.4,1.9754184,44.85,23.52
10217,2019.0,7.0,31.0,17.0,15.25,30.2,989.5,90.28,61.75,0.57,230.5,2.77,50.92,6.12,76.0,1.62,1.974565,38.02,29.35
10218,2019.0,7.0,31.0,18.0,29.75,29.85,989.5,41.05,58.55,0.7,136.25,2.75,44.9,7.35,82.5,1.5,1.9737117,35.22,26.1
10219,2019.0,7.0,31.0,19.0,44.5,29.23,989.5,2.2,57.67,0.9,111.75,6.62,58.2,8.03,69.75,1.77,1.9728583,26.8,36.38
10220,2019.0,7.0,31.0,20.0,45.75,28.95,989.5,1.17,61.75,1.07,96.75,18.32,66.92,6.57,86.25,2.12,1.972005,21.88,50.53
10221,2019.0,7.0,31.0,21.0,42.5,28.47,989.5,1.25,65.92,1.08,103.5,14.95,60.9,5.38,96.75,2.02,1.9711516,22.68,44.58
10222,2019.0,7.0,31.0,22.0,33.5,28.02,989.48,1.25,68.1,0.78,99.0,12.43,54.77,5.55,80.25,1.88,1.9702983,23.62,39.25
10223,2019.0,7.0,31.0,23.0,23.75,27.7,989.5,1.25,68.72,0.82,130.5,7.2,49.17,4.25,76.5,1.68,1.9694449,31.0,32.02
10224,2019.0,8.0,1.0,0.0,7.75,27.62,989.5,1.1,68.5,1.0,112.0,3.1,36.58,2.85,68.25,1.35,1.9685916,37.9,21.98
10225,2019.0,8.0,1.0,1.0,18.25,27.18,989.48,1.15,69.6,0.55,100.75,2.92,32.8,2.55,57.25,1.48,1.9677383,37.2,19.8
10226,2019.0,8.0,1.0,2.0,48.5,26.85,989.48,1.12,70.42,0.7,96.5,2.5,26.4,7.0,59.25,1.4,1.9668849,31.85,16.1
10227,2019.0,8.0,1.0,3.0,38.25,26.85,989.5,1.15,70.28,1.1,93.5,1.75,23.07,3.07,57.75,1.48,1.9660316,25.55,13.7
10228,2019.0,8.0,1.0,4.0,38.0,26.62,989.48,1.17,71.25,0.75,110.25,2.08,22.93,4.1,44.0,1.5,1.9651781,22.12,13.9
10229,2019.0,8.0,1.0,5.0,34.0,26.45,989.5,2.32,71.92,0.53,110.0,2.12,25.15,5.0,49.5,1.5,1.9643248,21.9,15.12
10230,2019.0,8.0,1.0,6.0,30.75,26.55,989.45,34.33,72.4,0.75,124.25,4.85,31.35,5.38,55.25,1.5,1.9634714,22.52,20.62
10231,2019.0,8.0,1.0,7.0,27.25,27.2,989.5,84.75,71.15,1.25,113.5,10.8,38.17,4.97,82.0,1.57,1.9626181,29.3,29.07
10232,2019.0,8.0,1.0,8.0,18.5,29.25,989.5,251.8,65.68,1.4,162.25,6.83,36.25,4.47,94.75,1.5,1.9617647,35.28,24.85
10233,2019.0,8.0,1.0,9.0,20.0,30.23,989.5,272.38,61.9,1.45,152.5,3.15,30.05,4.52,86.0,1.42,1.9609114,32.7,18.52
10234,2019.0,8.0,1.0,10.0,31.75,31.73,989.5,334.3,57.22,1.67,158.75,2.4,27.4,4.35,78.25,1.38,1.960058,29.83,16.5
10235,2019.0,8.0,1.0,11.0,51.5,33.65,989.5,358.23,50.58,1.73,160.5,2.25,24.38,5.25,73.0,1.43,1.9592047,24.5,14.82
10236,2019.0,8.0,1.0,12.0,74.25,34.23,989.5,347.5,47.08,1.42,172.75,2.6,21.15,4.9,70.25,1.42,1.9583513,20.15,13.35
10237,2019.0,8.0,1.0,13.0,42.25,33.72,989.5,310.77,48.38,1.52,141.75,2.4,23.55,3.77,63.0,1.42,1.957498,20.22,14.45
10238,2019.0,8.0,1.0,14.0,47.25,33.97,989.5,277.83,48.02,2.0,128.5,2.88,26.95,4.45,66.5,1.48,1.9566447,21.6,16.7
10239,2019.0,8.0,1.0,15.0,26.0,32.1,989.45,224.52,55.27,2.42,105.0,3.05,37.4,4.17,71.0,1.52,1.9557912,29.85,22.4
10240,2019.0,8.0,1.0,16.0,5.5,32.25,989.5,161.47,51.52,2.1,118.5,3.08,32.08,4.2,72.0,1.4,1.9549379,35.92,19.57
10241,2019.0,8.0,1.0,17.0,6.0,31.8,989.48,65.97,51.12,1.8,108.5,3.1,36.7,4.02,50.25,1.4,1.9540845,31.47,22.05
10242,2019.0,8.0,1.0,18.0,5.5,31.18,989.5,27.38,52.52,1.5,106.75,4.15,46.77,4.2,58.25,1.55,1.9532312,28.93,28.25
10243,2019.0,8.0,1.0,19.0,29.75,30.4,989.5,1.75,59.5,0.9,106.5,2.9,46.0,5.85,65.75,1.55,1.9523778,26.35,26.8
10244,2019.0,8.0,1.0,20.0,72.5,29.85,989.5,1.23,62.75,1.5,102.0,5.82,51.45,5.08,81.25,1.85,1.9515245,21.53,32.1
10245,2019.0,8.0,1.0,21.0,47.75,29.2,989.5,1.17,62.3,0.93,110.75,13.12,58.85,4.62,94.75,1.93,1.9506711,21.18,42.0
10246,2019.0,8.0,1.0,22.0,36.25,28.65,989.45,1.2,59.83,0.65,123.25,3.97,42.75,4.88,89.5,1.62,1.9498178,22.23,26.0
10247,2019.0,8.0,1.0,23.0,21.25,28.23,989.5,1.18,63.58,0.3,120.25,3.85,41.73,4.32,66.25,1.58,1.9489644,28.85,25.35
10248,2019.0,8.0,2.0,0.0,16.25,28.0,989.48,1.0,66.25,0.55,159.0,2.9,37.72,4.88,61.75,1.42,1.948111,34.5,22.45
10249,2019.0,8.0,2.0,1.0,19.75,27.6,989.42,0.95,69.28,0.65,109.0,2.97,35.2,6.85,61.25,1.48,1.9472576,35.25,21.15
10250,2019.0,8.0,2.0,2.0,51.75,27.25,989.48,0.95,72.23,0.47,117.5,1.9,24.05,9.55,74.25,1.4,1.9464043,30.4,14.35
10251,2019.0,8.0,2.0,3.0,41.0,26.88,989.5,1.15,75.27,0.45,150.75,2.42,24.85,6.9,57.25,1.5,1.9455509,25.38,15.2
10252,2019.0,8.0,2.0,4.0,38.0,26.6,989.45,1.23,77.17,0.57,102.25,2.62,23.38,7.08,57.25,1.52,1.9446976,21.45,14.57
10253,2019.0,8.0,2.0,5.0,38.25,26.42,989.48,2.15,77.0,0.62,97.75,2.58,21.88,5.88,56.0,1.58,1.9438443,20.98,13.73
10254,2019.0,8.0,2.0,6.0,37.5,26.55,989.5,16.12,76.35,0.42,120.25,3.17,25.2,6.05,63.0,1.45,1.9429909,21.98,16.0
10255,2019.0,8.0,2.0,7.0,33.0,26.98,989.5,47.38,74.95,0.7,162.75,11.68,34.83,5.17,80.0,1.58,1.9421376,27.98,28.07
10256,2019.0,8.0,2.0,8.0,34.25,28.33,989.5,131.03,71.0,0.42,175.0,8.35,38.75,4.83,98.0,1.58,1.9412842,34.33,27.4
10257,2019.0,8.0,2.0,9.0,40.25,30.6,989.5,284.15,63.2,0.5,195.5,4.12,34.97,4.6,107.75,1.57,1.9404309,32.55,21.98
10258,2019.0,8.0,2.0,10.0,44.75,31.75,989.5,265.27,56.5,0.8,201.0,2.25,23.25,4.75,99.25,1.35,1.9395775,30.75,14.22
10259,2019.0,8.0,2.0,11.0,48.25,31.75,989.5,235.47,57.6,0.62,201.5,2.15,21.48,5.58,72.25,1.5,1.9387242,26.82,13.18
10260,2019.0,8.0,2.0,12.0,78.75,30.27,989.5,202.5,61.68,1.52,150.0,4.22,43.8,7.4,97.0,1.77,1.9378707,24.12,26.72
10261,2019.0,8.0,2.0,13.0,64.0,28.82,989.5,126.9,65.45,1.4,191.25,3.35,42.27,6.45,109.0,1.65,1.9370174,23.08,25.2
10262,2019.0,8.0,2.0,14.0,22.0,26.0,989.5,74.72,72.92,0.68,207.25,1.9,33.48,6.97,54.75,1.62,1.936164,21.27,19.32
10263,2019.0,8.0,2.0,15.0,11.0,27.1,989.5,123.03,70.62,0.35,164.5,4.25,56.08,6.78,34.5,1.8,1.9353107,33.12,33.3
10264,2019.0,8.0,2.0,16.0,9.5,27.85,989.5,102.75,70.17,0.68,118.5,4.5,58.57,5.67,61.5,1.67,1.9344573,37.2,34.85
10265,2019.0,8.0,2.0,17.0,10.5,28.22,989.48,82.82,69.45,0.53,153.0,3.48,47.32,5.4,77.5,1.6,1.933604,33.8,28.02
10266,2019.0,8.0,2.0,18.0,28.75,28.02,989.48,28.15,69.15,0.32,198.0,4.33,56.25,6.0,86.0,1.77,1.9327507,30.2,33.45
10267,2019.0,8.0,2.0,19.0,42.5,27.32,989.48,2.08,70.17,0.38,113.0,10.28,74.03,6.5,91.0,2.08,1.9318973,24.5,47.75
10268,2019.0,8.0,2.0,20.0,63.75,27.0,989.5,1.3,71.8,0.32,105.25,20.55,70.23,6.3,99.25,2.35,1.931044,21.55,54.1
10269,2019.0,8.0,2.0,21.0,49.25,27.02,989.48,1.27,72.43,0.42,111.0,46.83,70.47,6.17,109.25,2.68,1.9301906,20.55,75.65
10270,2019.0,8.0,2.0,22.0,44.25,27.08,989.5,1.35,73.1,0.4,155.0,37.52,61.12,5.82,120.0,2.62,1.9293373,22.52,63.15
10271,2019.0,8.0,2.0,23.0,39.75,26.88,989.48,1.1,74.93,0.43,129.75,43.92,54.52,5.83,119.0,1.97,1.9284838,26.95,64.8
10272,2019.0,8.0,3.0,0.0,25.25,26.9,989.5,1.2,75.75,0.57,146.5,10.78,39.88,3.85,104.0,1.43,1.9276305,30.95,30.0
10273,2019.0,8.0,3.0,1.0,34.75,26.73,989.5,1.15,74.7,0.6,79.75,3.75,27.77,3.95,87.25,1.4,1.9267771,31.73,17.82
10274,2019.0,8.0,3.0,2.0,50.0,26.57,989.48,1.23,74.43,0.38,181.25,2.85,22.3,6.3,61.0,1.35,1.9259238,26.95,14.15
10275,2019.0,8.0,3.0,3.0,50.25,26.1,989.5,1.22,76.45,0.52,120.25,4.6,30.6,3.75,52.75,1.42,1.9250704,22.6,20.0
10276,2019.0,8.0,3.0,4.0,63.25,25.98,989.48,1.23,78.0,0.62,97.25,4.78,31.3,3.75,56.75,1.5,1.9242171,20.53,20.55
10277,2019.0,8.0,3.0,5.0,43.25,25.93,989.5,2.05,77.85,0.57,103.25,5.2,29.5,4.72,62.5,1.5,1.9233637,20.25,19.95
10278,2019.0,8.0,3.0,6.0,35.75,26.05,989.5,31.65,77.1,0.48,107.0,11.95,31.25,4.92,72.0,1.52,1.9225104,21.05,26.35
10279,2019.0,8.0,3.0,7.0,34.5,26.88,989.48,86.65,74.88,1.45,118.75,12.05,32.05,4.25,94.5,1.55,1.921657,26.73,26.9
10280,2019.0,8.0,3.0,8.0,22.5,26.92,989.48,97.72,74.85,1.5,117.75,9.45,31.62,3.55,91.25,1.48,1.9208037,30.18,24.5
10281,2019.0,8.0,3.0,9.0,28.25,28.3,989.48,243.0,71.55,1.52,127.25,7.88,30.23,3.62,92.25,1.45,1.9199504,28.1,22.48
10282,2019.0,8.0,3.0,10.0,58.5,28.38,989.5,143.5,68.9,1.32,131.75,4.8,30.95,3.25,93.5,1.45,1.919097,26.28,20.38
10283,2019.0,8.0,3.0,11.0,61.5,26.38,989.45,116.52,76.43,0.62,212.0,6.07,37.8,4.38,136.5,1.6,1.9182436,23.1,25.02
10284,2019.0,8.0,3.0,12.0,72.25,29.45,989.5,307.48,69.25,0.3,199.0,8.95,46.4,4.67,159.75,1.65,1.9173902,19.98,31.98
10285,2019.0,8.0,3.0,13.0,67.25,31.75,989.5,359.55,61.48,0.7,172.0,3.5,48.22,3.2,110.75,1.77,1.9165369,19.98,28.48
10286,2019.0,8.0,3.0,14.0,64.5,31.05,989.48,302.65,58.88,1.7,131.5,4.9,46.95,3.67,128.25,1.45,1.9156835,19.7,28.93
10287,2019.0,8.0,3.0,15.0,27.0,27.2,989.48,120.3,70.75,2.23,127.5,4.93,38.1,1.88,69.0,1.42,1.9148302,25.55,24.25
10288,2019.0,8.0,3.0,16.0,25.0,26.35,989.45,47.7,74.4,0.88,170.5,3.98,36.32,2.7,48.5,1.48,1.9139768,29.62,22.55
10289,2019.0,8.0,3.0,17.0,23.0,26.4,989.48,56.15,72.72,0.72,153.75,8.68,48.0,3.65,44.0,1.65,1.9131235,27.8,32.62
10290,2019.0,8.0,3.0,18.0,26.0,27.02,989.42,33.3,69.35,1.08,126.75,17.08,58.08,3.65,55.5,1.7,1.9122701,24.52,44.8
10291,2019.0,8.0,3.0,19.0,51.0,26.55,989.45,2.12,72.45,0.65,161.5,29.65,61.4,5.75,77.5,1.9,1.9114168,23.25,56.83
10292,2019.0,8.0,3.0,20.0,90.75,26.18,989.48,1.25,73.68,0.73,151.5,33.83,58.55,6.07,117.5,2.0,1.9105633,21.3,58.73
10293,2019.0,8.0,3.0,21.0,62.75,26.05,989.5,1.3,75.57,0.72,116.5,25.43,52.2,5.03,106.0,1.98,1.90971,21.48,48.48
10294,2019.0,8.0,3.0,22.0,50.75,26.12,989.45,1.23,76.97,1.02,97.5,24.27,48.5,5.78,98.75,1.88,1.9088567,22.05,45.6
10295,2019.0,8.0,3.0,23.0,40.0,26.12,989.5,1.2,77.43,1.02,136.75,12.38,43.42,4.5,88.0,1.62,1.9080033,27.85,33.17
10296,2019.0,8.0,4.0,0.0,25.0,25.9,989.48,1.3,77.88,0.35,179.5,7.55,41.27,5.03,86.5,1.55,1.90715,31.0,28.15
10297,2019.0,8.0,4.0,1.0,22.25,25.98,989.45,1.2,76.75,0.38,133.75,4.9,37.52,6.5,64.5,1.48,1.9062966,29.65,23.95
10298,2019.0,8.0,4.0,2.0,42.5,26.1,989.45,1.3,76.22,0.3,203.5,16.35,41.45,10.05,66.0,1.6,1.9054433,26.4,35.45
10299,2019.0,8.0,4.0,3.0,58.25,25.75,989.5,1.25,77.53,0.3,151.0,20.38,40.12,8.3,71.0,1.6,1.9045899,23.67,37.98
10300,2019.0,8.0,4.0,4.0,87.75,25.6,989.5,1.38,78.53,0.3,240.5,27.1,40.6,7.62,91.0,1.8,1.9037366,21.52,43.7
10301,2019.0,8.0,4.0,5.0,65.0,25.52,989.45,2.33,78.85,0.3,165.0,14.65,35.48,6.03,92.5,1.55,1.9028832,21.15,30.83
10302,2019.0,8.0,4.0,6.0,39.5,25.9,989.48,24.43,79.58,0.3,209.5,18.25,30.07,5.92,60.25,1.62,1.9020299,21.55,30.88
10303,2019.0,8.0,4.0,7.0,47.25,26.9,989.48,99.35,77.0,0.42,188.0,15.05,30.4,5.12,86.25,1.55,1.9011765,26.05,28.48
10304,2019.0,8.0,4.0,8.0,32.25,28.25,989.5,179.25,72.75,0.38,196.5,9.95,33.27,4.72,91.0,1.45,1.9003232,30.73,25.83
10305,2019.0,8.0,4.0,9.0,54.25,29.35,989.5,219.32,69.25,0.47,173.0,8.15,39.35,5.12,106.5,1.62,1.8994697,28.5,27.57
10306,2019.0,8.0,4.0,10.0,100.0,31.75,989.5,332.92,60.28,0.55,151.0,5.12,41.12,5.22,144.75,1.4,1.8986164,27.9,26.05
10307,2019.0,8.0,4.0,11.0,89.0,32.2,989.5,293.5,57.58,0.68,172.25,2.58,34.2,5.92,143.75,1.57,1.897763,24.5,20.3
10308,2019.0,8.0,4.0,12.0,78.0,32.15,989.45,330.33,59.05,0.8,178.75,1.65,31.32,6.55,135.0,1.62,1.8969097,19.97,18.0
10309,2019.0,8.0,4.0,13.0,67.0,34.15,989.5,359.48,53.12,0.65,196.75,1.73,29.75,5.15,138.25,1.6,1.8960564,19.95,17.23
10310,2019.0,8.0,4.0,14.0,56.0,32.83,989.5,172.6,55.02,1.68,154.25,1.25,29.75,5.05,130.75,1.55,1.895203,19.68,16.85
10311,2019.0,8.0,4.0,15.0,44.0,25.45,992.39703,36.05,81.08,1.0,201.0,1.68,24.97,3.25,92.5,1.45,1.8943497,25.18,14.62
10312,2019.0,8.0,4.0,16.0,15.0,25.62,995.2941,30.77,83.58,0.32,220.25,2.32,38.75,3.48,54.25,1.62,1.8934963,28.6,22.52
10313,2019.0,8.0,4.0,17.0,47.75,26.15,998.19116,33.78,84.17,0.3,209.0,3.0,54.92,4.95,69.5,1.98,1.892643,27.7,31.68
10314,2019.0,8.0,4.0,18.0,78.75,26.3,1001.08826,25.95,83.88,0.3,170.0,20.2,67.75,6.67,97.0,2.2,1.8917896,25.92,52.5
10315,2019.0,8.0,4.0,19.0,66.0,26.3,1003.9853,2.38,84.4,0.3,206.25,38.95,61.85,9.65,104.75,2.67,1.8909363,24.4,64.65
10316,2019.0,8.0,4.0,20.0,80.0,26.12,1006.8823,1.6,85.15,0.3,244.5,72.45,52.5,8.07,115.5,3.3,1.8900828,19.75,86.97
10317,2019.0,8.0,4.0,21.0,78.0,26.17,1009.7794,1.7,85.45,0.3,214.5,83.45,51.75,6.83,129.25,3.05,1.8892295,20.35,95.57
10318,2019.0,8.0,4.0,22.0,69.75,25.98,1012.67645,1.77,85.5,0.3,199.75,56.75,42.7,6.62,119.75,2.5,1.8883761,20.83,68.97
10319,2019.0,8.0,4.0,23.0,57.0,25.98,1015.57355,1.73,85.65,0.3,146.75,77.15,39.5,6.05,115.25,2.55,1.8875228,26.33,83.92
10320,2019.0,8.0,5.0,0.0,36.75,25.8,1018.4706,1.73,85.5,0.3,193.0,51.7,36.1,4.9,107.5,1.8,1.8866694,32.38,61.38
10321,2019.0,8.0,5.0,1.0,42.75,25.62,1021.3677,1.68,85.65,0.3,226.25,34.2,33.95,5.58,89.75,1.77,1.8858161,32.92,45.95
10322,2019.0,8.0,5.0,2.0,76.0,25.45,1024.2646,1.55,85.4,0.3,118.75,7.8,29.85,7.75,85.25,1.5,1.8849628,28.6,22.25
10323,2019.0,8.0,5.0,3.0,63.75,25.25,1027.1617,1.52,85.3,0.3,123.25,7.03,27.8,3.9,81.0,1.67,1.8841094,25.32,20.5
10324,2019.0,8.0,5.0,4.0,71.25,25.12,1030.0588,1.48,85.57,0.3,199.5,7.25,26.3,4.9,73.5,1.67,1.8832561,22.25,19.93
10325,2019.0,8.0,5.0,5.0,64.25,25.1,1032.9559,2.48,85.88,0.3,196.75,15.73,22.77,5.83,71.25,1.73,1.8824027,21.53,24.98
